date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:54:33	13797/13797	---M-Z	200	added ('OK')	application/javascript	etag:%2235e5-599f4996f6e49%22	http://52.66.5.98/wp-content/plugins/google-language-translator/js/scripts.js?ver=6.0.3	C:/Users/Utkrisht%20Agrawal/Desktop/xMETADORz/52.66.5.98/wp-content/plugins/google-language-translator/js/scripts1eb7.js	(from http://52.66.5.98/)
21:54:34	2195/2195	---M-Z	403	error ('Forbidden')	text/html	date:Thu,%2019%20Dec%202019%2016:24:35%20GMT	http://translate.google.com/translate_a/element.js?cb=GoogleLanguageTranslatorInit	C:/Users/Utkrisht%20Agrawal/Desktop/xMETADORz/translate.google.com/translate_a/element.29cd15.delayed	(from http://52.66.5.98/)
21:54:35	1399/1399	---M-Z	200	added ('OK')	application/javascript	etag:%22577-599e195080209%22	http://52.66.5.98/wp-includes/js/wp-embed.min.js?ver=5.3.2	C:/Users/Utkrisht%20Agrawal/Desktop/xMETADORz/52.66.5.98/wp-includes/js/wp-embed.min9dff.js	(from http://52.66.5.98/)
21:54:35	25202/25202	---M-Z	200	added ('OK')	application/javascript	etag:%226272-599e1a22f1b77%22	http://52.66.5.98/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	C:/Users/Utkrisht%20Agrawal/Desktop/xMETADORz/52.66.5.98/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js	(from http://52.66.5.98/)
21:54:36	3048/3048	---M-Z	200	added ('OK')	application/javascript	etag:%22be8-599f9a2cd8fca%22	http://52.66.5.98/wp-content/plugins/vertical-news-scroller/js/jv.js?ver=2.0	C:/Users/Utkrisht%20Agrawal/Desktop/xMETADORz/52.66.5.98/wp-content/plugins/vertical-news-scroller/js/jvd5f7.js	(from http://52.66.5.98/)
21:54:36	8113/8113	---M-Z	200	added ('OK')	application/javascript	etag:%221fb1-56cdcacc8d0c0%22	http://52.66.5.98/wp-includes/js/imagesloaded.min.js?ver=3.2.0	C:/Users/Utkrisht%20Agrawal/Desktop/xMETADORz/52.66.5.98/wp-includes/js/imagesloaded.min55a0.js	(from http://52.66.5.98/)
21:54:37	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:%22a76f-599e19e84126b%22	http://52.66.5.98/wp-content/plugins/elementor/assets/lib/slick/slick.min.js?ver=1.8.1	C:/Users/Utkrisht%20Agrawal/Desktop/xMETADORz/52.66.5.98/wp-content/plugins/elementor/assets/lib/slick/slick.minc245.js	(from http://52.66.5.98/)
21:54:37	3986/3986	---M-Z	200	added ('OK')	application/javascript	etag:%22f92-599e1a22f1b77%22	http://52.66.5.98/wp-content/plugins/elementor-pro/assets/lib/social-share/social-share.min.js?ver=0.2.17	C:/Users/Utkrisht%20Agrawal/Desktop/xMETADORz/52.66.5.98/wp-content/plugins/elementor-pro/assets/lib/social-share/social-share.minddf8.js	(from http://52.66.5.98/)
21:54:38	6431/6431	---M-Z	200	added ('OK')	application/javascript	etag:%22191f-599e1a22f1b77%22	http://52.66.5.98/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=2.2.5	C:/Users/Utkrisht%20Agrawal/Desktop/xMETADORz/52.66.5.98/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min5bf8.js	(from http://52.66.5.98/)
21:54:38	44009/44009	---M-Z	200	added ('OK')	application/javascript	etag:%22abe9-599e1a22f0bd7%22	http://52.66.5.98/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=2.2.5	C:/Users/Utkrisht%20Agrawal/Desktop/xMETADORz/52.66.5.98/wp-content/plugins/elementor-pro/assets/js/frontend.min5bf8.js	(from http://52.66.5.98/)
21:54:39	59625/59625	---M-Z	200	added ('OK')	application/javascript	etag:%22e8e9-599e19e83f32b%22	http://52.66.5.98/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=2.8.2	C:/Users/Utkrisht%20Agrawal/Desktop/xMETADORz/52.66.5.98/wp-content/plugins/elementor/assets/js/frontend-modules.min4dc3.js	(from http://52.66.5.98/)
21:54:40	6482/6482	---M-Z	200	added ('OK')	application/javascript	etag:%221952-599e195088ea9%22	http://52.66.5.98/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	C:/Users/Utkrisht%20Agrawal/Desktop/xMETADORz/52.66.5.98/wp-includes/js/jquery/ui/position.mine899.js	(from http://52.66.5.98/)
21:54:41	10681/10681	---M-Z	200	added ('OK')	application/javascript	etag:%2229b9-599e19e8431ab%22	http://52.66.5.98/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.7.3	C:/Users/Utkrisht%20Agrawal/Desktop/xMETADORz/52.66.5.98/wp-content/plugins/elementor/assets/lib/dialog/dialog.minfe9d.js	(from http://52.66.5.98/)
